question,answer_text,answer_start,is_impossible,id,processed_question,processed_answer_text
"Despite shortcomings, what has the filamentous phage has been useful for?","as a carrier for peptides with relatively simple secondary structures, which may be stablilized via anchoring to the coat proteins (Henry et al., 2011) . This may be especially true of peptides with poor inherent immunogenicity, which may be increased by high-valency display and phage-associated adjuvanticity",16387.0,False,1748.0,despite shortcomings filamentous phage useful,carrier peptides relatively simple secondary structures may stablilized via anchoring coat proteins henry et al 2011 may especially true peptides poor inherent immunogenicity may increased high valency display phage associated adjuvanticity
What is the result of all species tests of phage particles?," is immunogenic without adjuvant in all species tested to date, including mice (Willis et al., 1993) , rats (Dente et al., 1994) , rabbits (de la Cruz et al., 1988) , guinea pigs (Frenkel et al., 2000; Kim et al., 2004) , fish (Coull et al., 1996; Xia et al., 2005) , non-human primates (Chen et al., 2001) , and humans (Roehnisch et al., 2014) ",20826.0,False,1749.0,result species tests phage particles,immunogenic without adjuvant species tested date including mice willis et al 1993 rats dente et al 1994 rabbits de la cruz et al 1988 guinea pigs frenkel et al 2000 kim et al 2004 fish coull et al 1996 xia et al 2005 non human primates chen et al 2001 humans roehnisch et al 2014
What are the results of filamentous phage immunizations in mice?,"serum antibody titers against the phage typically reach 1:10 5 -1:10 6 after 2-3 immunizations, and are maintained for at least 1 year postimmunization (Frenkel et al., 2000) . ",21992.0,False,1750.0,results filamentous phage immunizations mice,serum antibody titers phage typically reach 1 10 5 1 10 6 2 3 immunizations maintained least 1 year postimmunization frenkel et al 2000
What is the primary antibody response against the phage?,"composed of a mixture of IgM and IgG2b isotypes in C57BL/6 mice, while secondary antibody responses are composed primarily of IgG1 and IgG2b isotypes, with a lesser contribution of IgG2c and IgG3 isotypes (Hashiguchi et al., 2010) .",22227.0,False,1751.0,primary antibody response phage,composed mixture igm igg2b isotypes c57bl 6 mice secondary antibody responses composed primarily igg1 igg2b isotypes lesser contribution igg2c igg3 isotypes hashiguchi et al 2010
Why is phage self-adjuvanting?,"Host cell wall-derived LPS enhances the virion's immunogenicity, and its removal by polymyxin B chromatography reduces antibody titers against phage coat proteins (Grabowska et al., 2000) . The phage's singlestranded DNA genome contains CpG motifs and may also have an adjuvant effect. ",24877.0,False,1752.0,phage self adjuvanting,host cell wall derived lps enhances virion immunogenicity removal polymyxin b chromatography reduces antibody titers phage coat proteins grabowska et al 2000 phage singlestranded dna genome contains cpg motifs may also adjuvant effect
On what does the antibody  response to phage depend on?,"MyD88 signaling and is modulated by stimulation of several Toll-like receptors (Hashiguchi et al., 2010) , indicating that innate immunity plays an important ",25228.0,False,1753.0,antibody response phage depend,myd88 signaling modulated stimulation several toll like receptors hashiguchi et al 2010 indicating innate immunity plays important
What do biodistribution studies of the phage after intravenous injection show?," it is cleared from the blood within hours through the reticuloendothelial system (Molenaar et al., 2002) , particularly of the liver and spleen, where it is retained for days (Zou et al., 2004) , potentially activating marginal-zone B-cell responses. ",25552.0,False,1754.0,biodistribution studies phage intravenous injection show,cleared blood within hours reticuloendothelial system molenaar et al 2002 particularly liver spleen retained days zou et al 2004 potentially activating marginal zone b cell responses
What are the merits of the filamentous phage carriers?," the filamentous phage is not only a highly immunogenic carrier, but by virtue of activating a range of innate and adaptive immune responses, serves as an excellent model virus-like particle antigen.",25809.0,False,1755.0,merits filamentous phage carriers,filamentous phage highly immunogenic carrier virtue activating range innate adaptive immune responses serves excellent model virus like particle antigen
What is a future potential of filamentous phage?, as elements of combination therapeutics against certain drug-resistant infections.,27890.0,False,1756.0,future potential filamentous phage,elements combination therapeutics certain drug resistant infections
What were more potent inhibitors of Staphylococcus aureus growth than high-concentration free chloramphenicol?,M13 or fd phage displaying either a targeting peptide or antibody fragment and tethered to chloramphenicol by a labile crosslinker ,28475.0,False,1757.0,potent inhibitors staphylococcus aureus growth high concentration free chloramphenicol,m13 fd phage displaying either targeting peptide antibody fragment tethered chloramphenicol labile crosslinker
What killed prostate cancer cells in vitro?,M13 phage loaded with doxorubicin and displaying a targeting peptide on pIII,28758.0,False,1758.0,killed prostate cancer cells vitro,m13 phage loaded doxorubicin displaying targeting peptide piii
What was the effect of phage displaying  peptides on tumor?,"Using the B16-OVA tumor model, Eriksson et al. (2007) showed that phage displaying peptides and/or Fabs specific for tumor antigens delayed tumor growth and improved survival, owing in large part to activation of tumor-associated macrophages and recruitment of neutrophils to the tumor site (Eriksson et al., 2009) ",29469.0,False,1759.0,effect phage displaying peptides tumor,using b16 ova tumor model eriksson et al 2007 showed phage displaying peptides fabs specific tumor antigens delayed tumor growth improved survival owing large part activation tumor associated macrophages recruitment neutrophils tumor site eriksson et al 2009
Why is the phage displaying  an scFv against β-amyloid fibrils  is a good diagnostic for Alzheimers and Parkinson's disease?," ability of the phage to penetrate into brain tissue (Ksendzovsky et al., 2012) ",30008.0,False,1760.0,phage displaying scfv β amyloid fibrils good diagnostic alzheimers parkinson disease,ability phage penetrate brain tissue ksendzovsky et al 2012
What is the structure of a filamentous phage particle?,"is enclosed by a rod-like protein capsid, ∼1000 nm long and 5 nm wide, made up almost entirely of overlapping pVIII monomers, each of which lies ∼27 angstroms from its nearest neighbor and exposes two amine groups as well as at least three carboxyl groups (Henry et al., 2011)",33493.0,False,1761.0,structure filamentous phage particle,enclosed rod like protein capsid 1000 nm long 5 nm wide made almost entirely overlapping pviii monomers lies 27 angstroms nearest neighbor exposes two amine groups well least three carboxyl groups henry et al 2011
